timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.78483E+12,123,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15943,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a61361e0-86c3-11f1-accb-de98f126cfe1&vid=&g=b,123,0,0
1.78483E+12,612,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17444,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a61c08f8-86c3-11f1-bb2f-43819138ab2d&vid=&g=b,513,0,0
1.78483E+12,519,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,513,0,0
1.78483E+12,93,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a61c08f8-86c3-11f1-bb2f-43819138ab2d&vid=&g=b,93,0,0
1.78483E+12,613,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17444,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a65d2d6a-86c3-11f1-82f5-c34348249eb6&vid=&g=b,443,0,0
1.78483E+12,443,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,443,0,0
1.78483E+12,169,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a65d2d6a-86c3-11f1-82f5-c34348249eb6&vid=&g=b,169,0,0
1.78483E+12,1041,HTTP Request- ECommerce,200,OK,Thread Group 1-6,text,TRUE,,17450,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a646b1f9-86c3-11f1-903b-fdd7fad70126&vid=&g=b,816,0,218
1.78483E+12,816,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-6,text,TRUE,,1506,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,816,0,218
1.78483E+12,225,HTTP Request- ECommerce-1,200,OK,Thread Group 1-6,text,TRUE,,15944,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a646b1f9-86c3-11f1-903b-fdd7fad70126&vid=&g=b,225,0,0
1.78483E+12,599,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17444,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a66fa915-86c3-11f1-b137-ce10fb54f315&vid=&g=b,501,0,0
1.78483E+12,501,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,501,0,0
1.78483E+12,98,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a66fa915-86c3-11f1-b137-ce10fb54f315&vid=&g=b,98,0,0
1.78483E+12,637,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17445,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6703f77-86c3-11f1-933a-59cd8231f25c&vid=&g=b,496,0,0
1.78483E+12,496,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,496,0,0
1.78483E+12,140,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15942,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6703f77-86c3-11f1-933a-59cd8231f25c&vid=&g=b,140,0,0
1.78483E+12,647,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17444,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a671dc37-86c3-11f1-a1ed-d66e09638823&vid=&g=b,493,0,0
1.78483E+12,493,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,493,0,0
1.78483E+12,154,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a671dc37-86c3-11f1-a1ed-d66e09638823&vid=&g=b,154,0,0
1.78483E+12,723,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17443,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6847fdb-86c3-11f1-bc1e-41d3ffb9ef15&vid=&g=b,512,0,0
1.78483E+12,512,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,512,0,0
1.78483E+12,210,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15940,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6847fdb-86c3-11f1-bc1e-41d3ffb9ef15&vid=&g=b,210,0,0
1.78483E+12,608,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6ba6110-86c3-11f1-b5e3-7e93591bb36f&vid=&g=b,500,0,0
1.78483E+12,501,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,500,0,0
1.78483E+12,106,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6ba6110-86c3-11f1-b5e3-7e93591bb36f&vid=&g=b,105,0,0
1.78483E+12,634,HTTP Request- ECommerce,200,OK,Thread Group 1-6,text,TRUE,,17446,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6c1221b-86c3-11f1-b0f9-c1f06394ccde&vid=&g=b,513,0,0
1.78483E+12,513,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-6,text,TRUE,,1504,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,513,0,0
1.78483E+12,119,HTTP Request- ECommerce-1,200,OK,Thread Group 1-6,text,TRUE,,15942,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6c1221b-86c3-11f1-b0f9-c1f06394ccde&vid=&g=b,119,0,0
1.78483E+12,718,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17444,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6d18579-86c3-11f1-839f-f75fbc103fe6&vid=&g=b,519,0,0
1.78483E+12,519,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,519,0,0
1.78483E+12,198,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15941,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6d18579-86c3-11f1-839f-f75fbc103fe6&vid=&g=b,198,0,0
1.78483E+12,677,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6d8afb3-86c3-11f1-88cb-75f6a22c2fbc&vid=&g=b,503,0,0
1.78483E+12,503,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,503,0,0
1.78483E+12,173,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6d8afb3-86c3-11f1-88cb-75f6a22c2fbc&vid=&g=b,173,0,0
1.78483E+12,656,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6d68e33-86c3-11f1-8361-72e83b9b6109&vid=&g=b,484,0,0
1.78483E+12,484,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,484,0,0
1.78483E+12,171,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6d68e33-86c3-11f1-8361-72e83b9b6109&vid=&g=b,170,0,0
1.78483E+12,608,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6e87139-86c3-11f1-a48d-4ea41c6ab088&vid=&g=b,508,0,0
1.78483E+12,508,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,508,0,0
1.78483E+12,100,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a6e87139-86c3-11f1-a48d-4ea41c6ab088&vid=&g=b,100,0,0
1.78483E+12,620,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a71d6c6f-86c3-11f1-8515-c34348249eb6&vid=&g=b,505,0,0
1.78483E+12,506,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,505,0,0
1.78483E+12,114,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a71d6c6f-86c3-11f1-8515-c34348249eb6&vid=&g=b,114,0,0
1.78483E+12,930,HTTP Request- ECommerce,200,OK,Thread Group 1-7,text,TRUE,,17448,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a725aa27-86c3-11f1-899e-75f6a22c2fbc&vid=&g=b,824,0,223
1.78483E+12,824,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-7,text,TRUE,,1506,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,824,0,223
1.78483E+12,106,HTTP Request- ECommerce-1,200,OK,Thread Group 1-7,text,TRUE,,15942,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a725aa27-86c3-11f1-899e-75f6a22c2fbc&vid=&g=b,106,0,0
1.78483E+12,685,HTTP Request- ECommerce,200,OK,Thread Group 1-6,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a726d984-86c3-11f1-b12c-895f56b03670&vid=&g=b,578,0,0
1.78483E+12,578,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-6,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,578,0,0
1.78483E+12,106,HTTP Request- ECommerce-1,200,OK,Thread Group 1-6,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a726d984-86c3-11f1-b12c-895f56b03670&vid=&g=b,106,0,0
1.78483E+12,615,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17444,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a73ad611-86c3-11f1-bafb-3deb15f379a7&vid=&g=b,509,0,0
1.78483E+12,509,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,509,0,0
1.78483E+12,105,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15941,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a73ad611-86c3-11f1-bafb-3deb15f379a7&vid=&g=b,105,0,0
1.78483E+12,619,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a73e2655-86c3-11f1-84c8-72e83b9b6109&vid=&g=b,508,0,0
1.78483E+12,508,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,508,0,0
1.78483E+12,110,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a73e2655-86c3-11f1-84c8-72e83b9b6109&vid=&g=b,110,0,0
1.78483E+12,716,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17445,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a74cb36a-86c3-11f1-be9b-43819138ab2d&vid=&g=b,511,0,0
1.78483E+12,511,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,511,0,0
1.78483E+12,204,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15942,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a74cb36a-86c3-11f1-be9b-43819138ab2d&vid=&g=b,204,0,0
1.78483E+12,824,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17446,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a749f76b-86c3-11f1-8a04-75f6a22c2fbc&vid=&g=b,607,0,0
1.78483E+12,607,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,607,0,0
1.78483E+12,216,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15943,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a749f76b-86c3-11f1-8a04-75f6a22c2fbc&vid=&g=b,216,0,0
1.78483E+12,502,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7723533-86c3-11f1-9611-59cd8231f25c&vid=&g=b,408,0,0
1.78483E+12,408,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,408,0,0
1.78483E+12,94,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7723533-86c3-11f1-9611-59cd8231f25c&vid=&g=b,94,0,0
1.78483E+12,716,HTTP Request- ECommerce,200,OK,Thread Group 1-6,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a78e776c-86c3-11f1-898b-a1eea7b17e31&vid=&g=b,541,0,0
1.78483E+12,541,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-6,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,541,0,0
1.78483E+12,175,HTTP Request- ECommerce-1,200,OK,Thread Group 1-6,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a78e776c-86c3-11f1-898b-a1eea7b17e31&vid=&g=b,175,0,0
1.78483E+12,623,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a796a056-86c3-11f1-9376-d517205a12cc&vid=&g=b,469,0,0
1.78483E+12,469,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,469,0,0
1.78483E+12,619,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17443,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a797a386-86c3-11f1-a6ac-9611e97f2b79&vid=&g=b,478,0,0
1.78483E+12,154,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a796a056-86c3-11f1-9376-d517205a12cc&vid=&g=b,154,0,0
1.78483E+12,478,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,478,0,0
1.78483E+12,140,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a797a386-86c3-11f1-a6ac-9611e97f2b79&vid=&g=b,140,0,0
1.78483E+12,730,HTTP Request- ECommerce,200,OK,Thread Group 1-7,text,TRUE,,17445,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a78b97fa-86c3-11f1-8fb6-9d40ddde3e5f&vid=&g=b,576,0,0
1.78483E+12,576,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-7,text,TRUE,,1505,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,576,0,0
1.78483E+12,154,HTTP Request- ECommerce-1,200,OK,Thread Group 1-7,text,TRUE,,15940,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a78b97fa-86c3-11f1-8fb6-9d40ddde3e5f&vid=&g=b,154,0,0
1.78483E+12,510,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17445,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7b0e88d-86c3-11f1-a291-2a2ecab5da3b&vid=&g=b,423,0,0
1.78483E+12,423,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1504,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,423,0,0
1.78483E+12,87,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15941,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7b0e88d-86c3-11f1-a291-2a2ecab5da3b&vid=&g=b,87,0,0
1.78483E+12,511,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17444,372,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7c11d38-86c3-11f1-85bf-36a49ffd4b1b&vid=&g=b,418,0,0
1.78483E+12,419,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,7,7,https://www.walmart.com/cp/dorm-room-essentials/1225229,418,0,0
1.78483E+12,91,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15941,224,7,7,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7c11d38-86c3-11f1-85bf-36a49ffd4b1b&vid=&g=b,91,0,0
1.78483E+12,603,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17443,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7f784da-86c3-11f1-94be-d517205a12cc&vid=&g=b,509,0,0
1.78483E+12,509,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,509,0,0
1.78483E+12,94,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15940,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7f784da-86c3-11f1-94be-d517205a12cc&vid=&g=b,93,0,0
1.78483E+12,617,HTTP Request- ECommerce,200,OK,Thread Group 1-6,text,TRUE,,17445,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7f4437b-86c3-11f1-9d47-6ef0d0d1b4ba&vid=&g=b,516,0,0
1.78483E+12,516,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-6,text,TRUE,,1504,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,516,0,0
1.78483E+12,100,HTTP Request- ECommerce-1,200,OK,Thread Group 1-6,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7f4437b-86c3-11f1-9d47-6ef0d0d1b4ba&vid=&g=b,100,0,0
1.78483E+12,606,HTTP Request- ECommerce,200,OK,Thread Group 1-7,text,TRUE,,17445,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7f7a6a5-86c3-11f1-807a-43819138ab2d&vid=&g=b,503,0,0
1.78483E+12,503,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-7,text,TRUE,,1504,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,503,0,0
1.78483E+12,102,HTTP Request- ECommerce-1,200,OK,Thread Group 1-7,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7f7a6a5-86c3-11f1-807a-43819138ab2d&vid=&g=b,102,0,0
1.78483E+12,614,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17445,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7ff54bf-86c3-11f1-b96e-7e93591bb36f&vid=&g=b,426,0,0
1.78483E+12,426,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,426,0,0
1.78483E+12,188,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15942,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7ff54bf-86c3-11f1-b96e-7e93591bb36f&vid=&g=b,188,0,0
1.78483E+12,1219,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17447,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7fa18dc-86c3-11f1-ad97-3f833bddef89&vid=&g=b,1013,0,0
1.78483E+12,1013,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1504,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,1013,0,0
1.78483E+12,206,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15943,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a7fa18dc-86c3-11f1-ad97-3f833bddef89&vid=&g=b,205,0,0
1.78483E+12,826,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17448,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a8082d82-86c3-11f1-9b2d-0eb9e962df2b&vid=&g=b,700,0,0
